Year,data.Geography,data.Sex,data.Age group,data.Selected demographic characteristics,GeoCode,Value
2016,data.Canada,data.Both sexes,data.65 to 74 years,data.Not a visible minority,NA,73.2
2016,data.Canada,data.Both sexes,data.65 to 74 years,data.Total Aboriginal identity,NA,53
2016,data.Canada,data.Both sexes,data.65 to 74 years,data.First Nations (North American Indian),NA,49.1
2016,data.Canada,data.Both sexes,data.65 to 74 years,data.Métis,NA,58
2016,data.Canada,data.Both sexes,data.65 to 74 years,data.Inuk (Inuit),NA,33.3
2016,data.Canada,data.Both sexes,data.65 to 74 years,data.Non-Aboriginal identity,NA,73.7
2016,data.Canada,data.Both sexes,data.75 years and over,"data.Total, all persons",NA,54.9
2016,data.Canada,data.Both sexes,data.75 years and over,data.Non immigrants,NA,54.7
2016,data.Canada,data.Both sexes,data.75 years and over,data.Immigrants,NA,55.3
2016,data.Canada,data.Both sexes,data.75 years and over,data.Non-permanent residents,NA,53
2016,data.Canada,data.Both sexes,data.75 years and over,data.Total visible minority population,NA,56
2016,data.Canada,data.Both sexes,data.75 years and over,data.Not a visible minority,NA,54.7
2016,data.Canada,data.Both sexes,data.75 years and over,data.Total Aboriginal identity,NA,32.3
2016,data.Canada,data.Both sexes,data.75 years and over,data.First Nations (North American Indian),NA,29
2016,data.Canada,data.Both sexes,data.75 years and over,data.Métis,NA,35.6
2016,data.Canada,data.Both sexes,data.75 years and over,data.Inuk (Inuit),NA,21.7
2016,data.Canada,data.Both sexes,data.75 years and over,data.Non-Aboriginal identity,NA,55.2
2016,data.Canada,data.Males,"data.Total, persons aged 15 years and over","data.Total, all persons",NA,77.7
2016,data.Canada,data.Males,"data.Total, persons aged 15 years and over",data.Non immigrants,NA,76.1
2016,data.Canada,data.Males,"data.Total, persons aged 15 years and over",data.Immigrants,NA,81.6
2016,data.Canada,data.Males,"data.Total, persons aged 15 years and over",data.Non-permanent residents,NA,88.9
2016,data.Canada,data.Males,"data.Total, persons aged 15 years and over",data.Total visible minority population,NA,82.6
2016,data.Canada,data.Males,"data.Total, persons aged 15 years and over",data.Not a visible minority,NA,76.4
2016,data.Canada,data.Males,"data.Total, persons aged 15 years and over",data.Total Aboriginal identity,NA,57.3
2016,data.Canada,data.Males,"data.Total, persons aged 15 years and over",data.First Nations (North American Indian),NA,52.1
2016,data.Canada,data.Males,"data.Total, persons aged 15 years and over",data.Métis,NA,66.3
2016,data.Canada,data.Males,"data.Total, persons aged 15 years and over",data.Inuk (Inuit),NA,37.1
2016,data.Canada,data.Males,"data.Total, persons aged 15 years and over",data.Non-Aboriginal identity,NA,78.6
2016,data.Canada,data.Males,data.15 to 24 years,"data.Total, all persons",NA,63.3
2016,data.Canada,data.Males,data.15 to 24 years,data.Non immigrants,NA,61.7
2016,data.Canada,data.Males,data.15 to 24 years,data.Immigrants,NA,67.9
2016,data.Canada,data.Males,data.15 to 24 years,data.Non-permanent residents,NA,84.4
2016,data.Canada,data.Males,data.15 to 24 years,data.Total visible minority population,NA,68.4
2016,data.Canada,data.Males,data.15 to 24 years,data.Not a visible minority,NA,61.4
2016,data.Canada,data.Males,data.15 to 24 years,data.Total Aboriginal identity,NA,44.3
2016,data.Canada,data.Males,data.15 to 24 years,data.First Nations (North American Indian),NA,39.8
2016,data.Canada,data.Males,data.15 to 24 years,data.Métis,NA,53.8
2016,data.Canada,data.Males,data.15 to 24 years,data.Inuk (Inuit),NA,27.1
2016,data.Canada,data.Males,data.15 to 24 years,data.Non-Aboriginal identity,NA,64.7
2016,data.Canada,data.Males,data.25 to 64 years,"data.Total, all persons",NA,84.1
2016,data.Canada,data.Males,data.25 to 64 years,data.Non immigrants,NA,82.8
2016,data.Canada,data.Males,data.25 to 64 years,data.Immigrants,NA,87.3
2016,data.Canada,data.Males,data.25 to 64 years,data.Non-permanent residents,NA,91.9
2016,data.Canada,data.Males,data.25 to 64 years,data.Total visible minority population,NA,88.3
2016,data.Canada,data.Males,data.25 to 64 years,data.Not a visible minority,NA,82.9
2016,data.Canada,data.Males,data.25 to 64 years,data.Total Aboriginal identity,NA,63.9
2016,data.Canada,data.Males,data.25 to 64 years,data.First Nations (North American Indian),NA,58.5
2016,data.Canada,data.Males,data.25 to 64 years,data.Métis,NA,73
2016,data.Canada,data.Males,data.25 to 64 years,data.Inuk (Inuit),NA,42.3
2016,data.Canada,data.Males,data.25 to 64 years,data.Non-Aboriginal identity,NA,85
2016,data.Canada,data.Males,data.65 to 74 years,"data.Total, all persons",NA,73
2016,data.Canada,data.Males,data.65 to 74 years,data.Non immigrants,NA,71.4
2016,data.Canada,data.Males,data.65 to 74 years,data.Immigrants,NA,76.9
2016,data.Canada,data.Males,data.65 to 74 years,data.Non-permanent residents,NA,70.4
2016,data.Canada,data.Males,data.65 to 74 years,data.Total visible minority population,NA,77.5
2016,data.Canada,data.Males,data.65 to 74 years,data.Not a visible minority,NA,72.3
2016,data.Canada,data.Males,data.65 to 74 years,data.Total Aboriginal identity,NA,50.8
2016,data.Canada,data.Males,data.65 to 74 years,data.First Nations (North American Indian),NA,46.4
2016,data.Canada,data.Males,data.65 to 74 years,data.Métis,NA,55.9
2016,data.Canada,data.Males,data.65 to 74 years,data.Inuk (Inuit),NA,33
2016,data.Canada,data.Males,data.65 to 74 years,data.Non-Aboriginal identity,NA,73.5
2016,data.Canada,data.Males,data.75 years and over,"data.Total, all persons",NA,55.7
2016,data.Canada,data.Males,data.75 years and over,data.Non immigrants,NA,53.1
2016,data.Canada,data.Males,data.75 years and over,data.Immigrants,NA,60.6
2016,data.Canada,data.Males,data.75 years and over,data.Non-permanent residents,NA,62.1
2016,data.Canada,data.Males,data.75 years and over,data.Total visible minority population,NA,66
2016,data.Canada,data.Males,data.75 years and over,data.Not a visible minority,NA,54.3
2016,data.Canada,data.Males,data.75 years and over,data.Total Aboriginal identity,NA,30.9
2016,data.Canada,data.Males,data.75 years and over,data.First Nations (North American Indian),NA,27
2016,data.Canada,data.Males,data.75 years and over,data.Métis,NA,34.4
2016,data.Canada,data.Males,data.75 years and over,data.Inuk (Inuit),NA,20.5
2016,data.Canada,data.Males,data.75 years and over,data.Non-Aboriginal identity,NA,56.1
2016,data.Canada,data.Females,"data.Total, persons aged 15 years and over","data.Total, all persons",NA,80.8
2016,data.Canada,data.Females,"data.Total, persons aged 15 years and over",data.Non immigrants,NA,80.9
2016,data.Canada,data.Females,"data.Total, persons aged 15 years and over",data.Immigrants,NA,80.2
2016,data.Canada,data.Females,"data.Total, persons aged 15 years and over",data.Non-permanent residents,NA,89.3
2016,data.Canada,data.Females,"data.Total, persons aged 15 years and over",data.Total visible minority population,NA,81.8
2016,data.Canada,data.Females,"data.Total, persons aged 15 years and over",data.Not a visible minority,NA,80.5
2016,data.Canada,data.Females,"data.Total, persons aged 15 years and over",data.Total Aboriginal identity,NA,65.5
2016,data.Canada,data.Females,"data.Total, persons aged 15 years and over",data.First Nations (North American Indian),NA,61
2016,data.Canada,data.Females,"data.Total, persons aged 15 years and over",data.Métis,NA,74.1
2016,data.Canada,data.Females,"data.Total, persons aged 15 years and over",data.Inuk (Inuit),NA,43.1
2016,data.Canada,data.Females,"data.Total, persons aged 15 years and over",data.Non-Aboriginal identity,NA,81.5
2016,data.Canada,data.Females,data.15 to 24 years,"data.Total, all persons",NA,67.1
2016,data.Canada,data.Females,data.15 to 24 years,data.Non immigrants,NA,65.9
2016,data.Canada,data.Females,data.15 to 24 years,data.Immigrants,NA,70.2
2016,data.Canada,data.Females,data.15 to 24 years,data.Non-permanent residents,NA,84.6
2016,data.Canada,data.Females,data.15 to 24 years,data.Total visible minority population,NA,70.5
2016,data.Canada,data.Females,data.15 to 24 years,data.Not a visible minority,NA,65.8
2016,data.Canada,data.Females,data.15 to 24 years,data.Total Aboriginal identity,NA,49.8
2016,data.Canada,data.Females,data.15 to 24 years,data.First Nations (North American Indian),NA,45
2016,data.Canada,data.Females,data.15 to 24 years,data.Métis,NA,60
2016,data.Canada,data.Females,data.15 to 24 years,data.Inuk (Inuit),NA,33.5
2016,data.Canada,data.Females,data.15 to 24 years,data.Non-Aboriginal identity,NA,68.4
2016,data.Canada,data.Females,data.25 to 64 years,"data.Total, all persons",NA,88.4
2016,data.Canada,data.Females,data.25 to 64 years,data.Non immigrants,NA,88.6
2016,data.Canada,data.Females,data.25 to 64 years,data.Immigrants,NA,87.5
2016,data.Canada,data.Females,data.25 to 64 years,data.Non-permanent residents,NA,92.9
2016,data.Canada,data.Females,data.25 to 64 years,data.Total visible minority population,NA,88.2
2016,data.Canada,data.Females,data.25 to 64 years,data.Not a visible minority,NA,88.5
2016,data.Canada,data.Females,data.25 to 64 years,data.Total Aboriginal identity,NA,73.2
2016,data.Canada,data.Females,data.25 to 64 years,data.First Nations (North American Indian),NA,68.8
2016,data.Canada,data.Females,data.25 to 64 years,data.Métis,NA,81.4
2016,data.Canada,data.Females,data.25 to 64 years,data.Inuk (Inuit),NA,48.3
2016,data.Canada,data.Females,data.25 to 64 years,data.Non-Aboriginal identity,NA,89.1
2016,data.Canada,data.Females,data.65 to 74 years,"data.Total, all persons",NA,73.3
2016,data.Canada,data.Females,data.65 to 74 years,data.Non immigrants,NA,74.3
2016,data.Canada,data.Females,data.65 to 74 years,data.Immigrants,NA,71.1
2016,data.Canada,data.Females,data.65 to 74 years,data.Non-permanent residents,NA,62.3
2016,data.Canada,data.Females,data.65 to 74 years,data.Total visible minority population,NA,68.2
2016,data.Canada,data.Females,data.65 to 74 years,data.Not a visible minority,NA,74.1
2016,data.Canada,data.Females,data.65 to 74 years,data.Total Aboriginal identity,NA,55.1
2016,data.Canada,data.Females,data.65 to 74 years,data.First Nations (North American Indian),NA,51.4
2016,data.Canada,data.Females,data.65 to 74 years,data.Métis,NA,60.1
2016,data.Canada,data.Females,data.65 to 74 years,data.Inuk (Inuit),NA,33.8
2016,data.Canada,data.Females,data.65 to 74 years,data.Non-Aboriginal identity,NA,73.8
2016,data.Canada,data.Females,data.75 years and over,"data.Total, all persons",NA,54.2
2016,data.Canada,data.Females,data.75 years and over,data.Non immigrants,NA,55.8
2016,data.Canada,data.Females,data.75 years and over,data.Immigrants,NA,50.8
2016,data.Canada,data.Females,data.75 years and over,data.Non-permanent residents,NA,47.1
2016,data.Canada,data.Females,data.75 years and over,data.Total visible minority population,NA,48
2016,data.Canada,data.Females,data.75 years and over,data.Not a visible minority,NA,55
2016,data.Canada,data.Females,data.75 years and over,data.Total Aboriginal identity,NA,33.5
2016,data.Canada,data.Females,data.75 years and over,data.First Nations (North American Indian),NA,30.3
2016,data.Canada,data.Females,data.75 years and over,data.Métis,NA,36.7
2016,data.Canada,data.Females,data.75 years and over,data.Inuk (Inuit),NA,23.9
2016,data.Canada,data.Females,data.75 years and over,data.Non-Aboriginal identity,NA,54.5
2016,data.Newfoundland and Labrador,data.Both sexes,"data.Total, persons aged 15 years and over","data.Total, all persons",NA,74.1
2016,data.Newfoundland and Labrador,data.Both sexes,"data.Total, persons aged 15 years and over",data.Non immigrants,NA,73.6
2016,data.Newfoundland and Labrador,data.Both sexes,"data.Total, persons aged 15 years and over",data.Immigrants,NA,88.6
2016,data.Newfoundland and Labrador,data.Both sexes,"data.Total, persons aged 15 years and over",data.Non-permanent residents,NA,96
2016,data.Newfoundland and Labrador,data.Both sexes,"data.Total, persons aged 15 years and over",data.Total visible minority population,NA,88.2
2016,data.Newfoundland and Labrador,data.Both sexes,"data.Total, persons aged 15 years and over",data.Not a visible minority,NA,73.8
2016,data.Newfoundland and Labrador,data.Both sexes,"data.Total, persons aged 15 years and over",data.Total Aboriginal identity,NA,69.5
2016,data.Newfoundland and Labrador,data.Both sexes,"data.Total, persons aged 15 years and over",data.First Nations (North American Indian),NA,70.5
2016,data.Newfoundland and Labrador,data.Both sexes,"data.Total, persons aged 15 years and over",data.Métis,NA,72.3
2016,data.Newfoundland and Labrador,data.Both sexes,"data.Total, persons aged 15 years and over",data.Inuk (Inuit),NA,62.3
2016,data.Newfoundland and Labrador,data.Both sexes,"data.Total, persons aged 15 years and over",data.Non-Aboriginal identity,NA,74.5
2016,data.Newfoundland and Labrador,data.Both sexes,data.15 to 24 years,"data.Total, all persons",NA,64.1
2016,data.Newfoundland and Labrador,data.Both sexes,data.15 to 24 years,data.Non immigrants,NA,63.8
2016,data.Newfoundland and Labrador,data.Both sexes,data.15 to 24 years,data.Immigrants,NA,59
2016,data.Newfoundland and Labrador,data.Both sexes,data.15 to 24 years,data.Non-permanent residents,NA,90.9
2016,data.Newfoundland and Labrador,data.Both sexes,data.15 to 24 years,data.Total visible minority population,NA,76.8
2016,data.Newfoundland and Labrador,data.Both sexes,data.15 to 24 years,data.Not a visible minority,NA,63.6
2016,data.Newfoundland and Labrador,data.Both sexes,data.15 to 24 years,data.Total Aboriginal identity,NA,60.8
2016,data.Newfoundland and Labrador,data.Both sexes,data.15 to 24 years,data.First Nations (North American Indian),NA,61.7
2016,data.Newfoundland and Labrador,data.Both sexes,data.15 to 24 years,data.Métis,NA,65.2
2016,data.Newfoundland and Labrador,data.Both sexes,data.15 to 24 years,data.Inuk (Inuit),NA,48.4
2016,data.Newfoundland and Labrador,data.Both sexes,data.15 to 24 years,data.Non-Aboriginal identity,NA,64.6
2016,data.Newfoundland and Labrador,data.Both sexes,data.25 to 64 years,"data.Total, all persons",NA,81.7
2016,data.Newfoundland and Labrador,data.Both sexes,data.25 to 64 years,data.Non immigrants,NA,81.3
2016,data.Newfoundland and Labrador,data.Both sexes,data.25 to 64 years,data.Immigrants,NA,93
2016,data.Newfoundland and Labrador,data.Both sexes,data.25 to 64 years,data.Non-permanent residents,NA,97.6
2016,data.Newfoundland and Labrador,data.Both sexes,data.25 to 64 years,data.Total visible minority population,NA,92.6
2016,data.Newfoundland and Labrador,data.Both sexes,data.25 to 64 years,data.Not a visible minority,NA,81.5
2016,data.Newfoundland and Labrador,data.Both sexes,data.25 to 64 years,data.Total Aboriginal identity,NA,76.7
2016,data.Newfoundland and Labrador,data.Both sexes,data.25 to 64 years,data.First Nations (North American Indian),NA,77.9
2016,data.Newfoundland and Labrador,data.Both sexes,data.25 to 64 years,data.Métis,NA,79.4
2016,data.Newfoundland and Labrador,data.Both sexes,data.25 to 64 years,data.Inuk (Inuit),NA,69.6
2016,data.Newfoundland and Labrador,data.Both sexes,data.25 to 64 years,data.Non-Aboriginal identity,NA,82.2
2016,data.Newfoundland and Labrador,data.Both sexes,data.65 to 74 years,"data.Total, all persons",NA,62.1
2016,data.Newfoundland and Labrador,data.Both sexes,data.65 to 74 years,data.Non immigrants,NA,61.4
2016,data.Newfoundland and Labrador,data.Both sexes,data.65 to 74 years,data.Immigrants,NA,89.3
2016,data.Newfoundland and Labrador,data.Both sexes,data.65 to 74 years,data.Non-permanent residents,NA,100
2016,data.Newfoundland and Labrador,data.Both sexes,data.65 to 74 years,data.Total visible minority population,NA,71.7
2016,data.Newfoundland and Labrador,data.Both sexes,data.65 to 74 years,data.Not a visible minority,NA,62.1
2016,data.Newfoundland and Labrador,data.Both sexes,data.65 to 74 years,data.Total Aboriginal identity,NA,52.9
2016,data.Newfoundland and Labrador,data.Both sexes,data.65 to 74 years,data.First Nations (North American Indian),NA,53.6
2016,data.Newfoundland and Labrador,data.Both sexes,data.65 to 74 years,data.Métis,NA,56.3
2016,data.Newfoundland and Labrador,data.Both sexes,data.65 to 74 years,data.Inuk (Inuit),NA,48.1
2016,data.Newfoundland and Labrador,data.Both sexes,data.65 to 74 years,data.Non-Aboriginal identity,NA,62.7
2016,data.Newfoundland and Labrador,data.Both sexes,data.75 years and over,"data.Total, all persons",NA,46.8
2016,data.Newfoundland and Labrador,data.Both sexes,data.75 years and over,data.Non immigrants,NA,45.8
2016,data.Newfoundland and Labrador,data.Both sexes,data.75 years and over,data.Immigrants,NA,82
2016,data.Newfoundland and Labrador,data.Both sexes,data.75 years and over,data.Non-permanent residents,NA,0
2016,data.Newfoundland and Labrador,data.Both sexes,data.75 years and over,data.Total visible minority population,NA,72.5
2016,data.Newfoundland and Labrador,data.Both sexes,data.75 years and over,data.Not a visible minority,NA,46.6
2016,data.Newfoundland and Labrador,data.Both sexes,data.75 years and over,data.Total Aboriginal identity,NA,34.4
2016,data.Newfoundland and Labrador,data.Both sexes,data.75 years and over,data.First Nations (North American Indian),NA,39
2016,data.Newfoundland and Labrador,data.Both sexes,data.75 years and over,data.Métis,NA,20.4
2016,data.Newfoundland and Labrador,data.Both sexes,data.75 years and over,data.Inuk (Inuit),NA,31
2016,data.Newfoundland and Labrador,data.Both sexes,data.75 years and over,data.Non-Aboriginal identity,NA,47.4
2016,data.Newfoundland and Labrador,data.Males,"data.Total, persons aged 15 years and over","data.Total, all persons",NA,72.1
2016,data.Newfoundland and Labrador,data.Males,"data.Total, persons aged 15 years and over",data.Non immigrants,NA,71.3
2016,data.Newfoundland and Labrador,data.Males,"data.Total, persons aged 15 years and over",data.Immigrants,NA,89.4
2016,data.Newfoundland and Labrador,data.Males,"data.Total, persons aged 15 years and over",data.Non-permanent residents,NA,96.7
2016,data.Newfoundland and Labrador,data.Males,"data.Total, persons aged 15 years and over",data.Total visible minority population,NA,89
2016,data.Newfoundland and Labrador,data.Males,"data.Total, persons aged 15 years and over",data.Not a visible minority,NA,71.7
2016,data.Newfoundland and Labrador,data.Males,"data.Total, persons aged 15 years and over",data.Total Aboriginal identity,NA,66
2016,data.Newfoundland and Labrador,data.Males,"data.Total, persons aged 15 years and over",data.First Nations (North American Indian),NA,67.8
2016,data.Newfoundland and Labrador,data.Males,"data.Total, persons aged 15 years and over",data.Métis,NA,68.3
2016,data.Newfoundland and Labrador,data.Males,"data.Total, persons aged 15 years and over",data.Inuk (Inuit),NA,55.8
2016,data.Newfoundland and Labrador,data.Males,"data.Total, persons aged 15 years and over",data.Non-Aboriginal identity,NA,72.6
2016,data.Newfoundland and Labrador,data.Males,data.15 to 24 years,"data.Total, all persons",NA,62.1
2016,data.Newfoundland and Labrador,data.Males,data.15 to 24 years,data.Non immigrants,NA,61.7
2016,data.Newfoundland and Labrador,data.Males,data.15 to 24 years,data.Immigrants,NA,58.8
2016,data.Newfoundland and Labrador,data.Males,data.15 to 24 years,data.Non-permanent residents,NA,89.3
2016,data.Newfoundland and Labrador,data.Males,data.15 to 24 years,data.Total visible minority population,NA,76.3
2016,data.Newfoundland and Labrador,data.Males,data.15 to 24 years,data.Not a visible minority,NA,61.5
2016,data.Newfoundland and Labrador,data.Males,data.15 to 24 years,data.Total Aboriginal identity,NA,58.1
2016,data.Newfoundland and Labrador,data.Males,data.15 to 24 years,data.First Nations (North American Indian),NA,60.4
2016,data.Newfoundland and Labrador,data.Males,data.15 to 24 years,data.Métis,NA,61.3
2016,data.Newfoundland and Labrador,data.Males,data.15 to 24 years,data.Inuk (Inuit),NA,38.9
2016,data.Newfoundland and Labrador,data.Males,data.15 to 24 years,data.Non-Aboriginal identity,NA,62.6
2016,data.Newfoundland and Labrador,data.Males,data.25 to 64 years,"data.Total, all persons",NA,78.8
2016,data.Newfoundland and Labrador,data.Males,data.25 to 64 years,data.Non immigrants,NA,78.1
2016,data.Newfoundland and Labrador,data.Males,data.25 to 64 years,data.Immigrants,NA,93
2016,data.Newfoundland and Labrador,data.Males,data.25 to 64 years,data.Non-permanent residents,NA,98.7
2016,data.Newfoundland and Labrador,data.Males,data.25 to 64 years,data.Total visible minority population,NA,93.3
2016,data.Newfoundland and Labrador,data.Males,data.25 to 64 years,data.Not a visible minority,NA,78.4
2016,data.Newfoundland and Labrador,data.Males,data.25 to 64 years,data.Total Aboriginal identity,NA,71.9
2016,data.Newfoundland and Labrador,data.Males,data.25 to 64 years,data.First Nations (North American Indian),NA,73.7
2016,data.Newfoundland and Labrador,data.Males,data.25 to 64 years,data.Métis,NA,73.6
2016,data.Newfoundland and Labrador,data.Males,data.25 to 64 years,data.Inuk (Inuit),NA,63.4
2016,data.Newfoundland and Labrador,data.Males,data.25 to 64 years,data.Non-Aboriginal identity,NA,79.4
2016,data.Newfoundland and Labrador,data.Males,data.65 to 74 years,"data.Total, all persons",NA,62.6
2016,data.Newfoundland and Labrador,data.Males,data.65 to 74 years,data.Non immigrants,NA,61.7
2016,data.Newfoundland and Labrador,data.Males,data.65 to 74 years,data.Immigrants,NA,91.8
2016,data.Newfoundland and Labrador,data.Males,data.65 to 74 years,data.Non-permanent residents,NA,0
2016,data.Newfoundland and Labrador,data.Males,data.65 to 74 years,data.Total visible minority population,NA,84
2016,data.Newfoundland and Labrador,data.Males,data.65 to 74 years,data.Not a visible minority,NA,62.5
2016,data.Newfoundland and Labrador,data.Males,data.65 to 74 years,data.Total Aboriginal identity,NA,54.3
2016,data.Newfoundland and Labrador,data.Males,data.65 to 74 years,data.First Nations (North American Indian),NA,55.7
2016,data.Newfoundland and Labrador,data.Males,data.65 to 74 years,data.Métis,NA,60.4
2016,data.Newfoundland and Labrador,data.Males,data.65 to 74 years,data.Inuk (Inuit),NA,46.2
2016,data.Newfoundland and Labrador,data.Males,data.65 to 74 years,data.Non-Aboriginal identity,NA,63.1
2016,data.Newfoundland and Labrador,data.Males,data.75 years and over,"data.Total, all persons",NA,46.9
2016,data.Newfoundland and Labrador,data.Males,data.75 years and over,data.Non immigrants,NA,45.4
2016,data.Newfoundland and Labrador,data.Males,data.75 years and over,data.Immigrants,NA,89.8
2016,data.Newfoundland and Labrador,data.Males,data.75 years and over,data.Non-permanent residents,NA,0
2016,data.Newfoundland and Labrador,data.Males,data.75 years and over,data.Total visible minority population,NA,75
2016,data.Newfoundland and Labrador,data.Males,data.75 years and over,data.Not a visible minority,NA,46.7
2016,data.Newfoundland and Labrador,data.Males,data.75 years and over,data.Total Aboriginal identity,NA,34.3
2016,data.Newfoundland and Labrador,data.Males,data.75 years and over,data.First Nations (North American Indian),NA,39.7
2016,data.Newfoundland and Labrador,data.Males,data.75 years and over,data.Métis,NA,23.8
2016,data.Newfoundland and Labrador,data.Males,data.75 years and over,data.Inuk (Inuit),NA,21.7
2016,data.Newfoundland and Labrador,data.Males,data.75 years and over,data.Non-Aboriginal identity,NA,47.5
2016,data.Newfoundland and Labrador,data.Females,"data.Total, persons aged 15 years and over","data.Total, all persons",NA,76.1
2016,data.Newfoundland and Labrador,data.Females,"data.Total, persons aged 15 years and over",data.Non immigrants,NA,75.7
2016,data.Newfoundland and Labrador,data.Females,"data.Total, persons aged 15 years and over",data.Immigrants,NA,87.7
2016,data.Newfoundland and Labrador,data.Females,"data.Total, persons aged 15 years and over",data.Non-permanent residents,NA,95.5
2016,data.Newfoundland and Labrador,data.Females,"data.Total, persons aged 15 years and over",data.Total visible minority population,NA,87.3
2016,data.Newfoundland and Labrador,data.Females,"data.Total, persons aged 15 years and over",data.Not a visible minority,NA,75.8
2016,data.Newfoundland and Labrador,data.Females,"data.Total, persons aged 15 years and over",data.Total Aboriginal identity,NA,72.6
2016,data.Newfoundland and Labrador,data.Females,"data.Total, persons aged 15 years and over",data.First Nations (North American Indian),NA,72.8
2016,data.Newfoundland and Labrador,data.Females,"data.Total, persons aged 15 years and over",data.Métis,NA,76.1
2016,data.Newfoundland and Labrador,data.Females,"data.Total, persons aged 15 years and over",data.Inuk (Inuit),NA,68.5
2016,data.Newfoundland and Labrador,data.Females,"data.Total, persons aged 15 years and over",data.Non-Aboriginal identity,NA,76.4
2016,data.Newfoundland and Labrador,data.Females,data.15 to 24 years,"data.Total, all persons",NA,66.2
2016,data.Newfoundland and Labrador,data.Females,data.15 to 24 years,data.Non immigrants,NA,66
2016,data.Newfoundland and Labrador,data.Females,data.15 to 24 years,data.Immigrants,NA,57.5
2016,data.Newfoundland and Labrador,data.Females,data.15 to 24 years,data.Non-permanent residents,NA,94.9
2016,data.Newfoundland and Labrador,data.Females,data.15 to 24 years,data.Total visible minority population,NA,77
2016,data.Newfoundland and Labrador,data.Females,data.15 to 24 years,data.Not a visible minority,NA,65.8
2016,data.Newfoundland and Labrador,data.Females,data.15 to 24 years,data.Total Aboriginal identity,NA,63.3
2016,data.Newfoundland and Labrador,data.Females,data.15 to 24 years,data.First Nations (North American Indian),NA,63
2016,data.Newfoundland and Labrador,data.Females,data.15 to 24 years,data.Métis,NA,69.3
2016,data.Newfoundland and Labrador,data.Females,data.15 to 24 years,data.Inuk (Inuit),NA,55.9
