"Year","data.Geography","data.Economic family type","GeoCode","Value"
"2015","data.Nova Scotia","data.Elderly males not in an economic family",12,27800
"2015","data.Nova Scotia","data.Elderly females not in an economic family",12,25400
"2015","data.Nova Scotia","data.Non-elderly persons not in an economic family",12,28000
"2015","data.Nova Scotia","data.Non-elderly males not in an economic family",12,29400
"2015","data.Nova Scotia","data.Non-elderly females not in an economic family",12,25600
"2015","data.New Brunswick","data.Economic families and persons not in an economic family",13,54300
"2015","data.New Brunswick","data.Economic families",13,71900
"2015","data.New Brunswick","data.Elderly families",13,54600
"2015","data.New Brunswick","data.Elderly couples",13,55400
"2015","data.New Brunswick","data.Other elderly families",13,46500
"2015","data.New Brunswick","data.Non-elderly families",13,79000
"2015","data.New Brunswick","data.Couples",13,72800
"2015","data.New Brunswick","data.Couples with children",13,91300
"2015","data.New Brunswick","data.Couples with other relatives",13,94600
"2015","data.New Brunswick","data.Lone-parent families",13,47600
"2015","data.New Brunswick","data.Male lone-parent families",13,
"2015","data.New Brunswick","data.Female lone-parent families",13,42300
"2015","data.New Brunswick","data.Other non-elderly families",13,53100
"2015","data.New Brunswick","data.Persons not in an economic family",13,26200
"2015","data.New Brunswick","data.Elderly persons not in an economic family",13,25900
"2015","data.New Brunswick","data.Elderly males not in an economic family",13,29000
"2015","data.New Brunswick","data.Elderly females not in an economic family",13,24000
"2015","data.New Brunswick","data.Non-elderly persons not in an economic family",13,26300
"2015","data.New Brunswick","data.Non-elderly males not in an economic family",13,27100
"2015","data.New Brunswick","data.Non-elderly females not in an economic family",13,25900
"2015","data.Quebec","data.Economic families and persons not in an economic family",24,52300
"2015","data.Quebec","data.Economic families",24,74700
"2015","data.Quebec","data.Elderly families",24,54600
"2015","data.Quebec","data.Elderly couples",24,53500
"2015","data.Quebec","data.Other elderly families",24,61100
"2015","data.Quebec","data.Non-elderly families",24,80100
"2015","data.Quebec","data.Couples",24,71700
"2015","data.Quebec","data.Couples with children",24,93400
"2015","data.Quebec","data.Couples with other relatives",24,103200
"2015","data.Quebec","data.Lone-parent families",24,51600
"2015","data.Quebec","data.Male lone-parent families",24,66300
"2015","data.Quebec","data.Female lone-parent families",24,49900
"2015","data.Quebec","data.Other non-elderly families",24,70300
"2015","data.Quebec","data.Persons not in an economic family",24,29100
"2015","data.Quebec","data.Elderly persons not in an economic family",24,26600
"2015","data.Quebec","data.Elderly males not in an economic family",24,26600
"2015","data.Quebec","data.Elderly females not in an economic family",24,26700
"2015","data.Quebec","data.Non-elderly persons not in an economic family",24,31200
"2015","data.Quebec","data.Non-elderly males not in an economic family",24,32900
"2015","data.Quebec","data.Non-elderly females not in an economic family",24,28700
"2015","data.Ontario","data.Economic families and persons not in an economic family",35,63200
"2015","data.Ontario","data.Economic families",35,87200
"2015","data.Ontario","data.Elderly families",35,69100
"2015","data.Ontario","data.Elderly couples",35,67600
"2015","data.Ontario","data.Other elderly families",35,76300
"2015","data.Ontario","data.Non-elderly families",35,91900
"2015","data.Ontario","data.Couples",35,81200
"2015","data.Ontario","data.Couples with children",35,103800
"2015","data.Ontario","data.Couples with other relatives",35,132700
"2015","data.Ontario","data.Lone-parent families",35,47100
"2015","data.Ontario","data.Male lone-parent families",35,54300
"2015","data.Ontario","data.Female lone-parent families",35,44800
"2015","data.Ontario","data.Other non-elderly families",35,73200
"2015","data.Ontario","data.Persons not in an economic family",35,31200
"2015","data.Ontario","data.Elderly persons not in an economic family",35,31500
"2015","data.Ontario","data.Elderly males not in an economic family",35,34400
"2015","data.Ontario","data.Elderly females not in an economic family",35,29700
"2015","data.Ontario","data.Non-elderly persons not in an economic family",35,31100
"2015","data.Ontario","data.Non-elderly males not in an economic family",35,37200
"2015","data.Ontario","data.Non-elderly females not in an economic family",35,27200
"2015","data.Prairie provinces","data.Economic families and persons not in an economic family",,72500
"2015","data.Prairie provinces","data.Economic families",,97000
"2015","data.Prairie provinces","data.Elderly families",,68500
"2015","data.Prairie provinces","data.Elderly couples",,67000
"2015","data.Prairie provinces","data.Other elderly families",,77700
"2015","data.Prairie provinces","data.Non-elderly families",,102900
"2015","data.Prairie provinces","data.Couples",,96800
"2015","data.Prairie provinces","data.Couples with children",,109200
"2015","data.Prairie provinces","data.Couples with other relatives",,143800
"2015","data.Prairie provinces","data.Lone-parent families",,50600
"2015","data.Prairie provinces","data.Male lone-parent families",,77600
"2015","data.Prairie provinces","data.Female lone-parent families",,45600
"2015","data.Prairie provinces","data.Other non-elderly families",,88400
"2015","data.Prairie provinces","data.Persons not in an economic family",,38700
"2015","data.Prairie provinces","data.Elderly persons not in an economic family",,32400
"2015","data.Prairie provinces","data.Elderly males not in an economic family",,36900
"2015","data.Prairie provinces","data.Elderly females not in an economic family",,31100
"2015","data.Prairie provinces","data.Non-elderly persons not in an economic family",,41500
"2015","data.Prairie provinces","data.Non-elderly males not in an economic family",,44700
"2015","data.Prairie provinces","data.Non-elderly females not in an economic family",,37500
"2015","data.Manitoba","data.Economic families and persons not in an economic family",46,60100
"2015","data.Manitoba","data.Economic families",46,79300
"2015","data.Manitoba","data.Elderly families",46,65300
"2015","data.Manitoba","data.Elderly couples",46,64000
"2015","data.Manitoba","data.Other elderly families",46,82900
"2015","data.Manitoba","data.Non-elderly families",46,83000
"2015","data.Manitoba","data.Couples",46,79600
"2015","data.Manitoba","data.Couples with children",46,90800
"2015","data.Manitoba","data.Couples with other relatives",46,122000
"2015","data.Manitoba","data.Lone-parent families",46,41100
"2015","data.Manitoba","data.Male lone-parent families",46,
"2015","data.Manitoba","data.Female lone-parent families",46,40200
"2015","data.Manitoba","data.Other non-elderly families",46,67700
"2015","data.Manitoba","data.Persons not in an economic family",46,34200
"2015","data.Manitoba","data.Elderly persons not in an economic family",46,30400
"2015","data.Manitoba","data.Elderly males not in an economic family",46,35400
"2015","data.Manitoba","data.Elderly females not in an economic family",46,28300
"2015","data.Manitoba","data.Non-elderly persons not in an economic family",46,35900
"2015","data.Manitoba","data.Non-elderly males not in an economic family",46,37800
"2015","data.Manitoba","data.Non-elderly females not in an economic family",46,33300
"2015","data.Saskatchewan","data.Economic families and persons not in an economic family",47,66000
"2015","data.Saskatchewan","data.Economic families",47,90900
"2015","data.Saskatchewan","data.Elderly families",47,65000
"2015","data.Saskatchewan","data.Elderly couples",47,63600
"2015","data.Saskatchewan","data.Other elderly families",47,81700
"2015","data.Saskatchewan","data.Non-elderly families",47,96500
"2015","data.Saskatchewan","data.Couples",47,85700
"2015","data.Saskatchewan","data.Couples with children",47,104700
"2015","data.Saskatchewan","data.Couples with other relatives",47,133000
"2015","data.Saskatchewan","data.Lone-parent families",47,48700
"2015","data.Saskatchewan","data.Male lone-parent families",47,
"2015","data.Saskatchewan","data.Female lone-parent families",47,46500
"2015","data.Saskatchewan","data.Other non-elderly families",47,88300
"2015","data.Saskatchewan","data.Persons not in an economic family",47,36700
"2015","data.Saskatchewan","data.Elderly persons not in an economic family",47,31900
"2015","data.Saskatchewan","data.Elderly males not in an economic family",47,36000
"2015","data.Saskatchewan","data.Elderly females not in an economic family",47,31100
"2015","data.Saskatchewan","data.Non-elderly persons not in an economic family",47,39100
"2015","data.Saskatchewan","data.Non-elderly males not in an economic family",47,41700
"2015","data.Saskatchewan","data.Non-elderly females not in an economic family",47,34800
"2015","data.Alberta","data.Economic families and persons not in an economic family",48,79300
"2015","data.Alberta","data.Economic families",48,104600
"2015","data.Alberta","data.Elderly families",48,71400
"2015","data.Alberta","data.Elderly couples",48,69100
"2015","data.Alberta","data.Other elderly families",48,77700
"2015","data.Alberta","data.Non-elderly families",48,109400
"2015","data.Alberta","data.Couples",48,107800
"2015","data.Alberta","data.Couples with children",48,115100
"2015","data.Alberta","data.Couples with other relatives",48,148600
"2015","data.Alberta","data.Lone-parent families",48,59000
"2015","data.Alberta","data.Male lone-parent families",48,81500
"2015","data.Alberta","data.Female lone-parent families",48,49500
"2015","data.Alberta","data.Other non-elderly families",48,91700
"2015","data.Alberta","data.Persons not in an economic family",48,41500
"2015","data.Alberta","data.Elderly persons not in an economic family",48,34700
"2015","data.Alberta","data.Elderly males not in an economic family",48,37800
"2015","data.Alberta","data.Elderly females not in an economic family",48,32000
"2015","data.Alberta","data.Non-elderly persons not in an economic family",48,44700
"2015","data.Alberta","data.Non-elderly males not in an economic family",48,48500
"2015","data.Alberta","data.Non-elderly females not in an economic family",48,39300
"2015","data.British Columbia","data.Economic families and persons not in an economic family",59,57600
"2015","data.British Columbia","data.Economic families",59,86100
"2015","data.British Columbia","data.Elderly families",59,63400
"2015","data.British Columbia","data.Elderly couples",59,63400
"2015","data.British Columbia","data.Other elderly families",59,63400
"2015","data.British Columbia","data.Non-elderly families",59,96500
"2015","data.British Columbia","data.Couples",59,89100
"2015","data.British Columbia","data.Couples with children",59,104400
"2015","data.British Columbia","data.Couples with other relatives",59,130200
"2015","data.British Columbia","data.Lone-parent families",59,55800
"2015","data.British Columbia","data.Male lone-parent families",59,65700
"2015","data.British Columbia","data.Female lone-parent families",59,51800
"2015","data.British Columbia","data.Other non-elderly families",59,64700
"2015","data.British Columbia","data.Persons not in an economic family",59,25900
"2015","data.British Columbia","data.Elderly persons not in an economic family",59,26500
"2015","data.British Columbia","data.Elderly males not in an economic family",59,24500
"2015","data.British Columbia","data.Elderly females not in an economic family",59,26800
"2015","data.British Columbia","data.Non-elderly persons not in an economic family",59,25500
"2015","data.British Columbia","data.Non-elderly males not in an economic family",59,25900
"2015","data.British Columbia","data.Non-elderly females not in an economic family",59,25500
"2015","data.Québec, Quebec","data.Economic families and persons not in an economic family",,51400
"2015","data.Québec, Quebec","data.Economic families",,78200
"2015","data.Québec, Quebec","data.Elderly families",,62700
"2015","data.Québec, Quebec","data.Elderly couples",,62100
"2015","data.Québec, Quebec","data.Other elderly families",,
"2015","data.Québec, Quebec","data.Non-elderly families",,87500
"2015","data.Québec, Quebec","data.Couples",,80400
"2015","data.Québec, Quebec","data.Couples with children",,107200
"2015","data.Québec, Quebec","data.Couples with other relatives",,
"2015","data.Québec, Quebec","data.Lone-parent families",,64800
"2015","data.Québec, Quebec","data.Male lone-parent families",,
"2015","data.Québec, Quebec","data.Female lone-parent families",,
"2015","data.Québec, Quebec","data.Other non-elderly families",,
"2015","data.Québec, Quebec","data.Persons not in an economic family",,30500
"2015","data.Québec, Quebec","data.Elderly persons not in an economic family",,26900
"2015","data.Québec, Quebec","data.Elderly males not in an economic family",,
"2015","data.Québec, Quebec","data.Elderly females not in an economic family",,28000
"2015","data.Québec, Quebec","data.Non-elderly persons not in an economic family",,34100
"2015","data.Québec, Quebec","data.Non-elderly males not in an economic family",,30500
"2015","data.Québec, Quebec","data.Non-elderly females not in an economic family",,37600
"2015","data.Montréal, Quebec","data.Economic families and persons not in an economic family",,54100
"2015","data.Montréal, Quebec","data.Economic families",,76200
"2015","data.Montréal, Quebec","data.Elderly families",,56600
"2015","data.Montréal, Quebec","data.Elderly couples",,55300
"2015","data.Montréal, Quebec","data.Other elderly families",,
"2015","data.Montréal, Quebec","data.Non-elderly families",,80300
"2015","data.Montréal, Quebec","data.Couples",,75900
"2015","data.Montréal, Quebec","data.Couples with children",,89200
"2015","data.Montréal, Quebec","data.Couples with other relatives",,98000
"2015","data.Montréal, Quebec","data.Lone-parent families",,60100
"2015","data.Montréal, Quebec","data.Male lone-parent families",,
"2015","data.Montréal, Quebec","data.Female lone-parent families",,53800
"2015","data.Montréal, Quebec","data.Other non-elderly families",,73300
"2015","data.Montréal, Quebec","data.Persons not in an economic family",,30500
"2015","data.Montréal, Quebec","data.Elderly persons not in an economic family",,29300
"2015","data.Montréal, Quebec","data.Elderly males not in an economic family",,28000
"2015","data.Montréal, Quebec","data.Elderly females not in an economic family",,30600
"2015","data.Montréal, Quebec","data.Non-elderly persons not in an economic family",,30900
"2015","data.Montréal, Quebec","data.Non-elderly males not in an economic family",,34900
"2015","data.Montréal, Quebec","data.Non-elderly females not in an economic family",,27300
"2015","data.Ottawa-Gatineau, Ontario/Quebec","data.Economic families and persons not in an economic family",,64300
"2015","data.Ottawa-Gatineau, Ontario/Quebec","data.Economic families",,98200
"2015","data.Ottawa-Gatineau, Ontario/Quebec","data.Elderly families",,84100
"2015","data.Ottawa-Gatineau, Ontario/Quebec","data.Elderly couples",,79300
"2015","data.Ottawa-Gatineau, Ontario/Quebec","data.Other elderly families",,
"2015","data.Ottawa-Gatineau, Ontario/Quebec","data.Non-elderly families",,103900
"2015","data.Ottawa-Gatineau, Ontario/Quebec","data.Couples",,94700
"2015","data.Ottawa-Gatineau, Ontario/Quebec","data.Couples with children",,122300
"2015","data.Ottawa-Gatineau, Ontario/Quebec","data.Couples with other relatives",,152200
"2015","data.Ottawa-Gatineau, Ontario/Quebec","data.Lone-parent families",,52600
"2015","data.Ottawa-Gatineau, Ontario/Quebec","data.Male lone-parent families",,
"2015","data.Ottawa-Gatineau, Ontario/Quebec","data.Female lone-parent families",,39200
"2015","data.Ottawa-Gatineau, Ontario/Quebec","data.Other non-elderly families",,57500
"2015","data.Ottawa-Gatineau, Ontario/Quebec","data.Persons not in an economic family",,33600
"2015","data.Ottawa-Gatineau, Ontario/Quebec","data.Elderly persons not in an economic family",,33700
"2015","data.Ottawa-Gatineau, Ontario/Quebec","data.Elderly males not in an economic family",,
"2015","data.Ottawa-Gatineau, Ontario/Quebec","data.Elderly females not in an economic family",,37400
"2015","data.Ottawa-Gatineau, Ontario/Quebec","data.Non-elderly persons not in an economic family",,33000
"2015","data.Ottawa-Gatineau, Ontario/Quebec","data.Non-elderly males not in an economic family",,36800
"2015","data.Ottawa-Gatineau, Ontario/Quebec","data.Non-elderly females not in an economic family",,27500
"2015","data.Toronto, Ontario","data.Economic families and persons not in an economic family",,63000
"2015","data.Toronto, Ontario","data.Economic families",,89600
"2015","data.Toronto, Ontario","data.Elderly families",,69000
"2015","data.Toronto, Ontario","data.Elderly couples",,66300
"2015","data.Toronto, Ontario","data.Other elderly families",,87800
"2015","data.Toronto, Ontario","data.Non-elderly families",,92800
"2015","data.Toronto, Ontario","data.Couples",,77400
"2015","data.Toronto, Ontario","data.Couples with children",,101000
"2015","data.Toronto, Ontario","data.Couples with other relatives",,136600
"2015","data.Toronto, Ontario","data.Lone-parent families",,46500
"2015","data.Toronto, Ontario","data.Male lone-parent families",,
"2015","data.Toronto, Ontario","data.Female lone-parent families",,45300
"2015","data.Toronto, Ontario","data.Other non-elderly families",,76200
"2015","data.Toronto, Ontario","data.Persons not in an economic family",,29400
"2015","data.Toronto, Ontario","data.Elderly persons not in an economic family",,29600
"2015","data.Toronto, Ontario","data.Elderly males not in an economic family",,33700
"2015","data.Toronto, Ontario","data.Elderly females not in an economic family",,29400
"2015","data.Toronto, Ontario","data.Non-elderly persons not in an economic family",,28300
"2015","data.Toronto, Ontario","data.Non-elderly males not in an economic family",,36800
"2015","data.Toronto, Ontario","data.Non-elderly females not in an economic family",,27000
"2015","data.Winnipeg, Manitoba","data.Economic families and persons not in an economic family",,60200
"2015","data.Winnipeg, Manitoba","data.Economic families",,82700
"2015","data.Winnipeg, Manitoba","data.Elderly families",,71200
"2015","data.Winnipeg, Manitoba","data.Elderly couples",,67400
"2015","data.Winnipeg, Manitoba","data.Other elderly families",,82900
"2015","data.Winnipeg, Manitoba","data.Non-elderly families",,87000
"2015","data.Winnipeg, Manitoba","data.Couples",,79700
"2015","data.Winnipeg, Manitoba","data.Couples with children",,93800
"2015","data.Winnipeg, Manitoba","data.Couples with other relatives",,127700
"2015","data.Winnipeg, Manitoba","data.Lone-parent families",,43000
"2015","data.Winnipeg, Manitoba","data.Male lone-parent families",,
"2015","data.Winnipeg, Manitoba","data.Female lone-parent families",,40600
"2015","data.Winnipeg, Manitoba","data.Other non-elderly families",,70100
"2015","data.Winnipeg, Manitoba","data.Persons not in an economic family",,33300
"2015","data.Winnipeg, Manitoba","data.Elderly persons not in an economic family",,31600
"2015","data.Winnipeg, Manitoba","data.Elderly males not in an economic family",,37500
"2015","data.Winnipeg, Manitoba","data.Elderly females not in an economic family",,28400
"2015","data.Winnipeg, Manitoba","data.Non-elderly persons not in an economic family",,33900
"2015","data.Winnipeg, Manitoba","data.Non-elderly males not in an economic family",,35500
"2015","data.Winnipeg, Manitoba","data.Non-elderly females not in an economic family",,32700
"2015","data.Calgary, Alberta","data.Economic families and persons not in an economic family",,77400
"2015","data.Calgary, Alberta","data.Economic families",,106000
"2015","data.Calgary, Alberta","data.Elderly families",,79900
"2015","data.Calgary, Alberta","data.Elderly couples",,79700
"2015","data.Calgary, Alberta","data.Other elderly families",,
"2015","data.Calgary, Alberta","data.Non-elderly families",,108200
"2015","data.Calgary, Alberta","data.Couples",,116900
"2015","data.Calgary, Alberta","data.Couples with children",,117800
"2015","data.Calgary, Alberta","data.Couples with other relatives",,142000
"2015","data.Calgary, Alberta","data.Lone-parent families",,70500
"2015","data.Calgary, Alberta","data.Male lone-parent families",,
"2015","data.Calgary, Alberta","data.Female lone-parent families",,70500
"2015","data.Calgary, Alberta","data.Other non-elderly families",,72600
"2015","data.Calgary, Alberta","data.Persons not in an economic family",,41700
"2015","data.Calgary, Alberta","data.Elderly persons not in an economic family",,35600
"2015","data.Calgary, Alberta","data.Elderly males not in an economic family",,
"2015","data.Calgary, Alberta","data.Elderly females not in an economic family",,31000
"2015","data.Calgary, Alberta","data.Non-elderly persons not in an economic family",,42600
"2015","data.Calgary, Alberta","data.Non-elderly males not in an economic family",,47000
"2015","data.Calgary, Alberta","data.Non-elderly females not in an economic family",,37600
"2015","data.Edmonton, Alberta","data.Economic families and persons not in an economic family",,82500
"2015","data.Edmonton, Alberta","data.Economic families",,108900
"2015","data.Edmonton, Alberta","data.Elderly families",,77500
"2015","data.Edmonton, Alberta","data.Elderly couples",,75100
"2015","data.Edmonton, Alberta","data.Other elderly families",,
"2015","data.Edmonton, Alberta","data.Non-elderly families",,112600
"2015","data.Edmonton, Alberta","data.Couples",,108000
"2015","data.Edmonton, Alberta","data.Couples with children",,110000
"2015","data.Edmonton, Alberta","data.Couples with other relatives",,170400
"2015","data.Edmonton, Alberta","data.Lone-parent families",,49500
"2015","data.Edmonton, Alberta","data.Male lone-parent families",,
"2015","data.Edmonton, Alberta","data.Female lone-parent families",,
"2015","data.Edmonton, Alberta","data.Other non-elderly families",,104800
"2015","data.Edmonton, Alberta","data.Persons not in an economic family",,43100
"2015","data.Edmonton, Alberta","data.Elderly persons not in an economic family",,37800
"2015","data.Edmonton, Alberta","data.Elderly males not in an economic family",,
"2015","data.Edmonton, Alberta","data.Elderly females not in an economic family",,37100
"2015","data.Edmonton, Alberta","data.Non-elderly persons not in an economic family",,45700
"2015","data.Edmonton, Alberta","data.Non-elderly males not in an economic family",,47200
"2015","data.Edmonton, Alberta","data.Non-elderly females not in an economic family",,41500
"2015","data.Vancouver, British Columbia","data.Economic families and persons not in an economic family",,64100
"2015","data.Vancouver, British Columbia","data.Economic families",,96500
"2015","data.Vancouver, British Columbia","data.Elderly families",,68400
"2015","data.Vancouver, British Columbia","data.Elderly couples",,69500
"2015","data.Vancouver, British Columbia","data.Other elderly families",,
"2015","data.Vancouver, British Columbia","data.Non-elderly families",,100900
"2015","data.Vancouver, British Columbia","data.Couples",,97400
"2015","data.Vancouver, British Columbia","data.Couples with children",,110800
"2015","data.Vancouver, British Columbia","data.Couples with other relatives",,131200
"2015","data.Vancouver, British Columbia","data.Lone-parent families",,68900
"2015","data.Vancouver, British Columbia","data.Male lone-parent families",,
"2015","data.Vancouver, British Columbia","data.Female lone-parent families",,56900
"2015","data.Vancouver, British Columbia","data.Other non-elderly families",,66400
"2015","data.Vancouver, British Columbia","data.Persons not in an economic family",,26800
"2015","data.Vancouver, British Columbia","data.Elderly persons not in an economic family",,26100
"2015","data.Vancouver, British Columbia","data.Elderly males not in an economic family",,22400
"2015","data.Vancouver, British Columbia","data.Elderly females not in an economic family",,26900
"2015","data.Vancouver, British Columbia","data.Non-elderly persons not in an economic family",,27300
"2015","data.Vancouver, British Columbia","data.Non-elderly males not in an economic family",,28000
"2015","data.Vancouver, British Columbia","data.Non-elderly females not in an economic family",,27300
"2016","data.Canada","data.Economic families",,84200
"2016","data.Canada","data.Elderly families",,61900
"2016","data.Canada","data.Elderly couples",,60800
"2016","data.Canada","data.Other elderly families",,67900
"2016","data.Canada","data.Non-elderly families",,90900
"2016","data.Canada","data.Couples",,81300
"2016","data.Canada","data.Couples with children",,101100
"2016","data.Canada","data.Couples with other relatives",,124600
"2016","data.Canada","data.Lone-parent families",,48200
"2016","data.Canada","data.Male lone-parent families",,58400
"2016","data.Canada","data.Female lone-parent families",,44200
"2016","data.Canada","data.Other non-elderly families",,75000
"2016","data.Canada","data.Persons not in an economic family",,30900
"2016","data.Canada","data.Elderly persons not in an economic family",,28100
"2016","data.Canada","data.Elderly males not in an economic family",,29300
"2016","data.Canada","data.Elderly females not in an economic family",,27600
"2016","data.Canada","data.Non-elderly persons not in an economic family",,32300
"2016","data.Canada","data.Non-elderly males not in an economic family",,34400
"2016","data.Canada","data.Non-elderly females not in an economic family",,29900
"2016","data.Atlantic provinces","data.Economic families and persons not in an economic family",,54400
"2016","data.Atlantic provinces","data.Economic families",,73200
"2016","data.Atlantic provinces","data.Elderly families",,55700
"2016","data.Atlantic provinces","data.Elderly couples",,54500
"2016","data.Atlantic provinces","data.Other elderly families",,66100
"2016","data.Atlantic provinces","data.Non-elderly families",,80800
"2016","data.Atlantic provinces","data.Couples",,75900
"2016","data.Atlantic provinces","data.Couples with children",,96400
"2016","data.Atlantic provinces","data.Couples with other relatives",,106600
"2016","data.Atlantic provinces","data.Lone-parent families",,46500
"2016","data.Atlantic provinces","data.Male lone-parent families",,49300
"2016","data.Atlantic provinces","data.Female lone-parent families",,45400
"2016","data.Atlantic provinces","data.Other non-elderly families",,68700
"2016","data.Atlantic provinces","data.Persons not in an economic family",,27400
"2016","data.Atlantic provinces","data.Elderly persons not in an economic family",,26200
